===== 1. Tables =====

TABLE_NAME                    |  NUM_ROWS|LAST_ANAL
SYS_EXPORT_SCHEMA_03          |        16|OBJECT_LONG_NAME              |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        17|OBJECT_SCHEMA                 |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        18|ORIGINAL_OBJECT_SCHEMA        |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        19|ORIGINAL_OBJECT_NAME          |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        20|PARTITION_NAME                |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        21|SUBPARTITION_NAME             |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        22|DATAOBJ_NUM                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        23|FLAGS                         |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        24|PROPERTY                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        25|TRIGFLAG                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        26|CREATION_LEVEL                |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        27|COMPLETION_TIME               |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        28|OBJECT_TABLESPACE             |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        29|SIZE_ESTIMATE                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        30|OBJECT_ROW                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        31|PROCESSING_STATE              |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        32|PROCESSING_STATUS             |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        33|BASE_PROCESS_ORDER            |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        34|BASE_OBJECT_TYPE              |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        35|BASE_OBJECT_NAME              |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        36|BASE_OBJECT_SCHEMA            |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        37|ANCESTOR_PROCESS_ORDER        |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        38|DOMAIN_PROCESS_ORDER          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        39|PARALLELIZATION               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        40|UNLOAD_METHOD                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        41|LOAD_METHOD                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        42|GRANULES                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        43|SCN                           |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        44|GRANTOR                       |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        45|XML_CLOB                      |CLOB                                                                                                      |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        46|PARENT_PROCESS_ORDER          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        47|NAME                          |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        48|VALUE_T                       |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        49|VALUE_N                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        50|IS_DEFAULT                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        51|FILE_TYPE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        52|USER_DIRECTORY                |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        53|USER_FILE_NAME                |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        54|FILE_NAME                     |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        55|EXTEND_SIZE                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        56|FILE_MAX_SIZE                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        57|PROCESS_NAME                  |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        58|LAST_UPDATE                   |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        59|WORK_ITEM                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        60|OBJECT_NUMBER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        61|COMPLETED_BYTES               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        62|TOTAL_BYTES                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        63|METADATA_IO                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        64|DATA_IO                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        65|CUMULATIVE_TIME               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        66|PACKET_NUMBER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        67|INSTANCE_ID                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        68|OLD_VALUE                     |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        69|SEED                          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        70|LAST_FILE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        71|USER_NAME                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        72|OPERATION                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        73|JOB_MODE                      |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        74|QUEUE_TABNUM                  |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        75|CONTROL_QUEUE                 |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        76|STATUS_QUEUE                  |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        77|REMOTE_LINK                   |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        78|VERSION                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        79|JOB_VERSION                   |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        80|DB_VERSION                    |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        81|TIMEZONE                      |VARCHAR2                                                                                                  |         64|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        82|STATE                         |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        83|PHASE                         |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        84|GUID                          |RAW                                                                                                       |         16|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        85|START_TIME                    |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        86|BLOCK_SIZE                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        87|METADATA_BUFFER_SIZE          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        88|DATA_BUFFER_SIZE              |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        89|DEGREE                        |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        90|PLATFORM                      |VARCHAR2                                                                                                  |        101|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        91|ABORT_STEP                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        92|INSTANCE                      |VARCHAR2                                                                                                  |         60|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        93|CLUSTER_OK                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        94|SERVICE_NAME                  |VARCHAR2                                                                                                  |        100|              |          |Y|
SYS_EXPORT_SCHEMA_03          |        95|OBJECT_INT_OID                |VARCHAR2                                                                                                  |         32|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         1|PROCESS_ORDER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         2|DUPLICATE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         3|DUMP_FILEID                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         4|DUMP_POSITION                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         5|DUMP_LENGTH                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         6|DUMP_ORIG_LENGTH              |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         7|DUMP_ALLOCATION               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         8|COMPLETED_ROWS                |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |         9|ERROR_COUNT                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        10|ELAPSED_TIME                  |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        11|OBJECT_TYPE_PATH              |VARCHAR2                                                                                                  |        200|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        12|OBJECT_PATH_SEQNO             |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        13|OBJECT_TYPE                   |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        14|IN_PROGRESS                   |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        15|OBJECT_NAME                   |VARCHAR2                                                                                                  |        500|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        16|OBJECT_LONG_NAME              |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        17|OBJECT_SCHEMA                 |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        18|ORIGINAL_OBJECT_SCHEMA        |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        19|ORIGINAL_OBJECT_NAME          |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        20|PARTITION_NAME                |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        21|SUBPARTITION_NAME             |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        22|DATAOBJ_NUM                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        23|FLAGS                         |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        24|PROPERTY                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        25|TRIGFLAG                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        26|CREATION_LEVEL                |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        27|COMPLETION_TIME               |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        28|OBJECT_TABLESPACE             |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        29|SIZE_ESTIMATE                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        30|OBJECT_ROW                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        31|PROCESSING_STATE              |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        32|PROCESSING_STATUS             |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        33|BASE_PROCESS_ORDER            |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        34|BASE_OBJECT_TYPE              |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        35|BASE_OBJECT_NAME              |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        36|BASE_OBJECT_SCHEMA            |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        37|ANCESTOR_PROCESS_ORDER        |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        38|DOMAIN_PROCESS_ORDER          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        39|PARALLELIZATION               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        40|UNLOAD_METHOD                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        41|LOAD_METHOD                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        42|GRANULES                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        43|SCN                           |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        44|GRANTOR                       |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        45|XML_CLOB                      |CLOB                                                                                                      |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        46|PARENT_PROCESS_ORDER          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        47|NAME                          |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        48|VALUE_T                       |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        49|VALUE_N                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        50|IS_DEFAULT                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        51|FILE_TYPE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        52|USER_DIRECTORY                |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        53|USER_FILE_NAME                |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        54|FILE_NAME                     |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        55|EXTEND_SIZE                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        56|FILE_MAX_SIZE                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        57|PROCESS_NAME                  |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        58|LAST_UPDATE                   |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        59|WORK_ITEM                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        60|OBJECT_NUMBER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        61|COMPLETED_BYTES               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        62|TOTAL_BYTES                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        63|METADATA_IO                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        64|DATA_IO                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        65|CUMULATIVE_TIME               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        66|PACKET_NUMBER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        67|INSTANCE_ID                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        68|OLD_VALUE                     |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        69|SEED                          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        70|LAST_FILE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        71|USER_NAME                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        72|OPERATION                     |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        73|JOB_MODE                      |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        74|QUEUE_TABNUM                  |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        75|CONTROL_QUEUE                 |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        76|STATUS_QUEUE                  |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        77|REMOTE_LINK                   |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        78|VERSION                       |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        79|JOB_VERSION                   |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        80|DB_VERSION                    |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        81|TIMEZONE                      |VARCHAR2                                                                                                  |         64|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        82|STATE                         |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        83|PHASE                         |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        84|GUID                          |RAW                                                                                                       |         16|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        85|START_TIME                    |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        86|BLOCK_SIZE                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        87|METADATA_BUFFER_SIZE          |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        88|DATA_BUFFER_SIZE              |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        89|DEGREE                        |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        90|PLATFORM                      |VARCHAR2                                                                                                  |        101|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        91|ABORT_STEP                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        92|INSTANCE                      |VARCHAR2                                                                                                  |         60|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        93|CLUSTER_OK                    |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        94|SERVICE_NAME                  |VARCHAR2                                                                                                  |        100|              |          |Y|
SYS_EXPORT_SCHEMA_04          |        95|OBJECT_INT_OID                |VARCHAR2                                                                                                  |         32|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         1|PROCESS_ORDER                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         2|DUPLICATE                     |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         3|DUMP_FILEID                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         4|DUMP_POSITION                 |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         5|DUMP_LENGTH                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         6|DUMP_ORIG_LENGTH              |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         7|DUMP_ALLOCATION               |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         8|COMPLETED_ROWS                |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |         9|ERROR_COUNT                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        10|ELAPSED_TIME                  |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        11|OBJECT_TYPE_PATH              |VARCHAR2                                                                                                  |        200|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        12|OBJECT_PATH_SEQNO             |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        13|OBJECT_TYPE                   |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        14|IN_PROGRESS                   |CHAR                                                                                                      |          1|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        15|OBJECT_NAME                   |VARCHAR2                                                                                                  |        500|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        16|OBJECT_LONG_NAME              |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        17|OBJECT_SCHEMA                 |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        18|ORIGINAL_OBJECT_SCHEMA        |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        19|ORIGINAL_OBJECT_NAME          |VARCHAR2                                                                                                  |       4000|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        20|PARTITION_NAME                |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        21|SUBPARTITION_NAME             |VARCHAR2                                                                                                  |         30|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        22|DATAOBJ_NUM                   |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        23|FLAGS                         |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        24|PROPERTY                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        25|TRIGFLAG                      |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        26|CREATION_LEVEL                |NUMBER                                                                                                    |         22|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        27|COMPLETION_TIME               |DATE                                                                                                      |          7|              |          |Y|
SYS_EXPORT_SCHEMA_05          |        28|OBJECT_TABLESPACE             |VARCHAR2                                                                                                  |         30|              |          |Y|
